股票代码,股票名称,涨跌幅,概念名称
2189,中光学,4.26,"安防,长安汽车概念,家用电器,机器视觉,军民融合,汽车电子,人脸识别,无人驾驶,消费电子概念,虚拟现实,央企国企改革,智能座舱,中字头股票,证金持股,3D打印"
3029,吉大正元,4.11,"安防,长安汽车概念,电子身份证,抖音概念,工业互联网,鸿蒙概念,华为鲲鹏,军工信息化,量子科技,蚂蚁金服概念,区块链,数据安全,数字货币,数字经济,数字水印,无人驾驶,信创,网络安全,智慧政务,智能交通,中俄贸易概念"
600734,实达集团,3.92,"安防,创投,福建自贸区,国产操作系统,数据安全,数据要素,算力租赁,智能穿戴,摘帽"
301182,凯旺科技,3.87,"安防,充电桩,高压快充,铜缆高速连接,一带一路"
601929,吉视传媒,3.55,"安防,参股银行,低空经济,东数西算(算力),短剧游戏,国资云,旅游概念,数据安全,数据要素,数据中心,数字乡村,算力租赁,文化传媒概念,网络安全,虚拟现实,在线教育,智慧政务"
600990,四创电子,3.33,"安防,大飞机,国产航母,毫米波雷达,军工信息化,军民融合,量子科技,PCB概念,太赫兹,央企国企改革,智能交通"
300691,联合光电,3.24,"安防,光刻机,毫米波雷达,机器视觉,汽车电子,元宇宙,智能穿戴,智能座舱"
300523,辰安科技,3.15,"安防,传感器,高端装备,国资云,核污染防治,京津冀一体化,时空大数据,水利,腾讯概念,天然气,网络安全,央企国企改革,一带一路"
2331,皖通科技,3.11,"安防,ETC,鸿蒙概念,华为鲲鹏,华为昇腾,军工信息化,举牌,区块链,水利,数字经济,雄安新区,智慧政务,智能交通,智能物流"
688081,兴图新科,2.98,"安防,多模态AI,华为昇腾,军工信息化,时空大数据"
300866,安克创新,2.94,"安防,电子商务,跨境电商,无线充电,无线耳机,智能家居,3D打印"
832149,利尔达,2.93,"安防,百度概念,充电桩,存储芯片,两轮车,WiFi 6,星闪概念,智慧灯杆,智能穿戴,智能交通,智能座舱"
300449,汉邦高科,2.76,"安防,人脸识别,数字水印,知识产权保护"
2777,久远银海,2.60,"安防,互联网医疗,鸿蒙概念,华为鲲鹏,华为昇腾,家庭医生,机器视觉,军工信息化,区块链,人脸识别,食品安全,数据安全,数字乡村,乡村振兴,新疆振兴,网络安全,养老概念,智慧政务,智能医疗"
300150,世纪瑞尔,2.56,"安防,高铁,京津冀一体化,水利"
300678,中科信息,2.56,"安防,多模态AI,华为鲲鹏,机器视觉,脑机接口,人脸识别,数据安全,新型工业化,新型烟草(电子烟),烟草,智慧政务,智能医疗,中字头股票"
688039,当虹科技,2.31,"安防,多模态AI,华为欧拉,人脸识别,Sora概念(文生视频),腾讯概念,文化传媒概念,星闪概念,虚拟数字人,英伟达概念,元宇宙,智能座舱"
2414,高德红外,2.26,"安防,传感器,毫米波雷达,华为昇腾,智能家居"
300167,*ST迪威,2.20,"安防,横琴新区,氢能源,算力租赁,虚拟数字人,在线教育,智慧政务,智能物流"
2374,中锐股份,10.06,"白酒概念,PPP概念,污水处理"
600467,好当家,10.00,"白酒概念,流感,乡村振兴,预制菜"
799,酒鬼酒,6.02,"白酒概念,央企国企改革"
600381,ST春天,4.90,"白酒概念,ST板块"
600779,水井坊,2.97,"白酒概念,社区团购"
600702,舍得酒业,2.31,"白酒概念,旅游概念"
860,顺鑫农业,2.20,"白酒概念,猪肉"
600084,中信尼雅,1.75,"白酒概念,农业种植,新疆振兴,化债概念(AMC概念),中字头股票"
2183,怡亚通,1.25,"白酒概念,国产操作系统,金属回收,冷链物流,啤酒概念,乳业,深圳国企改革,物业管理,新型烟草(电子烟),智能物流"
2419,天虹股份,0.36,"白酒概念,粮食概念,农业种植,统一大市场,网络直播,网络直播,无人零售,新疆振兴,预制菜"
600365,ST通葡,0.00,白酒概念
600655,豫园股份,-0.63,"白酒概念,冰雪产业,宠物经济,蚂蚁金服概念,培育钻石,体育产业,小金属概念,预制菜"
600332,白云山,-0.77,"白酒概念,分拆上市意愿,青蒿素,生物疫苗,医药电商"
600395,盘江股份,-0.88,"白酒概念,参股券商,超超临界发电,煤炭概念"
600750,江中药业,-1.09,"白酒概念,医药电商"
2342,巨力索具,-1.35,"白酒概念,抽水蓄能,海工装备"
523,红棉股份,-1.43,"白酒概念,代糖概念,广东自贸区,啤酒概念,土地流转,土地流转,土地流转"
605388,均瑶健康,-1.66,"白酒概念,乳业"
600382,广东明珠,-1.66,白酒概念
600059,古越龙山,-1.70,"白酒概念,超级品牌"
568,泸州老窖,-1.88,"白酒概念,超级品牌"
930,中粮科技,-1.95,"白酒概念,代糖概念,粮食概念,生态农业"
603779,威龙股份,-2.02,"白酒概念,农业种植"
603777,来伊份,-2.17,"白酒概念,社区团购"
2304,洋河股份,-2.23,"白酒概念,超级品牌"
2186,全聚德,-2.37,白酒概念
600519,贵州茅台,-2.38,"白酒概念,超级品牌"
501,武商集团,-2.42,"白酒概念,冰雪产业,露营经济,免税店,社区团购"
600153,建发股份,-2.48,白酒概念
601579,会稽山,-2.86,白酒概念
596,古井贡酒,-3.04,白酒概念
600197,伊力特,-3.06,白酒概念
600809,山西汾酒,-3.13,白酒概念
603198,迎驾贡酒,-3.20,白酒概念
600257,大湖股份,-3.21,"白酒概念,高压氧舱,净水概念"
603589,口子窖,-3.27,白酒概念
603369,今世缘,-3.44,白酒概念
600189,泉阳泉,-3.54,"白酒概念,土地流转,土地流转,土地流转,土地流转,土地流转,土地流转"
858,五粮液,-3.56,"白酒概念,超级品牌"
600252,中恒集团,-3.93,"白酒概念,化债概念(AMC概念)"
2646,天佑德酒,-4.04,"白酒概念,粮食概念"
600238,海南椰岛,-4.27,"白酒概念,海南自贸区,免税店"
600155,华创云信,-4.33,白酒概念
600559,老白干酒,-4.53,白酒概念
603919,金徽酒,-4.76,白酒概念
600199,金种子酒,-5.46,白酒概念
995,皇台酒业,-5.65,白酒概念
600696,岩石股份,-5.71,白酒概念
834021,流金科技,-6.62,白酒概念
688559,海目星,17.10,"BC电池,比亚迪概念,宁德时代概念,锂电池概念,第三代半导体,电子纸,富士康概念,光伏概念,固态电池,华为概念,沪股通,苹果概念,融资融券,特斯拉概念,TOPCON电池,TOPCON电池,新能源汽车,新型工业化,医疗器械概念"
301266,宇邦新材,14.14,"BC电池,光伏概念,硅能源,融资融券,深股通,专精特新"
300757,罗博特科,12.14,"BC电池,高端装备,共封装光学(CPO),工业互联网,股权转让(并购重组),光伏概念,华为概念,华为海思概念股,量子科技,融资融券,深股通,TOPCON电池,TOPCON电池,新能源汽车,芯片概念,新型工业化"
600732,爱旭股份,9.98,"BC电池,光伏概念,沪股通,TOPCON电池,TOPCON电池"
2865,钧达股份,6.23,"BC电池,钙钛矿电池,光伏概念,海南自贸区,TOPCON电池,TOPCON电池,新能源汽车"
300776,帝尔激光,6.11,"BC电池,第三代半导体,钙钛矿电池,光伏概念,TOPCON电池,TOPCON电池,先进封装,消费电子概念"
2306,中科云网,5.69,"BC电池,光伏概念,京津冀一体化,NFT概念,TOPCON电池"
688429,时创能源,5.31,"BC电池,光伏概念,TOPCON电池"
603212,赛伍技术,4.75,"BC电池,宁德时代概念,长安汽车概念,长三角一体化,储能,锂电池概念,风电,钙钛矿电池,高铁,高压快充,固态电池,MiniLED,OLED,POE胶膜,特斯拉概念,TOPCON电池,无线耳机,先进封装,消费电子概念"
603051,鹿山新材,3.73,"BC电池,钙钛矿电池,固态电池,节能环保,POE胶膜,氢能源,柔性屏(折叠屏),水利,TOPCON电池,智能穿戴"
300842,帝科股份,2.82,"BC电池,第三代半导体,中芯国际概念"
688680,海优新材,2.39,"BC电池,POE胶膜"
600438,通威股份,2.00,"BC电池,钙钛矿电池,高股息精选,硅能源,农村电商,同花顺漂亮100,预制菜"
300537,广信材料,1.97,"BC电池,富士康概念,光刻胶,OLED,PCB概念,石墨烯"
2795,永和智控,1.78,"BC电池,民营医院"
301021,英诺激光,1.74,"BC电池,3D打印"
688147,微导纳米,1.62,"BC电池,存储芯片,钙钛矿电池"
300128,锦富技术,1.18,"BC电池,石墨烯,液冷服务器,英伟达概念,噪声防治"
688599,天合光能,1.17,"BC电池,钙钛矿电池,同花顺漂亮100,TOPCON电池,虚拟电厂"
688630,芯碁微装,1.14,"BC电池,光刻机,光刻胶,PCB概念"
688223,晶科能源,1.13,"BC电池,同花顺漂亮100,TOPCON电池"
2459,晶澳科技,1.06,"BC电池,硅能源,TOPCON电池,雄安新区"
300724,捷佳伟创,1.04,"BC电池,钙钛矿电池,TOPCON电池"
2079,苏州固锝,0.96,"BC电池,TOPCON电池,无线耳机"
300393,中来股份,0.88,"BC电池,钙钛矿电池,TOPCON电池"
300410,正业科技,0.45,"BC电池,食品安全"
300041,回天新材,0.43,"BC电池,华为海思概念股,建筑节能,雄安新区,有机硅概念"
601012,隆基绿能,0.26,"BC电池,钙钛矿电池,硅能源,同花顺漂亮100,证金持股"
2129,TCL中环,0.09,"BC电池,硅能源,同花顺漂亮100"
300305,裕兴股份,-0.15,"BC电池,PET铜箔,虚拟电厂"
688516,奥特维,-0.47,"BC电池,TOPCON电池,TOPCON电池"
2056,横店东磁,-0.47,"BC电池,TOPCON电池,TOPCON电池,无线充电,小金属概念,稀土永磁"
300450,先导智能,-0.88,"BC电池,PET铜箔"
603806,福斯特,-1.07,"BC电池,POE胶膜"
301327,华宝新能,-1.41,"BC电池,露营经济"
688560,明冠新材,-1.41,"BC电池,POE胶膜"
2506,协鑫集成,-1.89,"BC电池,钒电池,钙钛矿电池"
839167,同享科技,-3.10,BC电池
300380,安硕信息,20.01,"百度概念,互联网金融,鸿蒙概念,华为概念,人工智能,数据要素,数字经济,腾讯概念,信创"
977,浪潮信息,10.00,"百度概念,车联网(车路协同),东数西算(算力),抖音概念,国产操作系统,国企改革,国资云,人工智能,深股通,数据中心,算力租赁,无人驾驶,信创,液冷服务器,英伟达概念,元宇宙,智慧城市"
564,供销大集,9.92,"百度概念,电子商务,抖音概念,供销社,海南自贸区,跨境电商,冷链物流,农村电商,深股通,社区团购,统一大市场,统一大市场,统一大市场,网络直播,无人零售,乡村振兴,摘帽"
300242,佳云科技,8.56,"百度概念,参股保险,电子商务,抖音概念,华为概念,互联网保险,网络直播,网络游戏,网络游戏,网络游戏,网络游戏,文化传媒概念,小米概念,粤港澳大湾区"
300561,汇金科技,7.72,"百度概念,股权转让(并购重组),国产操作系统,横琴新区,互联网金融,区块链,人工智能,人脸识别,物联网,物业管理,信创,网络安全,粤港澳大湾区,语音技术"
601777,力帆科技,6.49,"百度概念,参股银行,车联网(车路协同),电子商务,独角兽概念,分拆上市意愿,换电概念,两轮车,燃料电池,无人驾驶,新能源汽车,智能交通"
688326,经纬恒润,5.94,"百度概念,长安汽车概念,车联网(车路协同),大飞机,低空经济,飞行汽车(eVTOL),毫米波雷达,汽车电子,汽车热管理,无人驾驶,小米汽车,虚拟现实,智能交通"
300177,中海达,5.39,"百度概念,车联网(车路协同),创投,低空经济,高铁,旅游概念,时空大数据,水利,数字孪生,卫星导航,无人机,无人驾驶,虚拟现实,粤港澳大湾区,智慧城市,3D打印"
600804,*ST鹏博,5.17,"百度概念,东数西算(算力),数据中心,数字经济,ST板块,算力租赁,腾讯概念,物联网,云办公,云游戏,在线教育,智慧城市,智能家居,5G"
603019,中科曙光,5.08,"百度概念,创投,东数西算(算力),工业互联网,国产操作系统,量子科技,区块链,数据中心,数字经济,数字孪生,算力租赁,腾讯概念,同花顺中特估100,雄安新区,信创,网络安全,新型工业化,液冷服务器,智慧城市,中字头股票"
851,ST高鸿,4.91,"百度概念,车联网(车路协同),创投,电子商务,工业互联网,国产操作系统,互联网保险,蚂蚁金服概念,汽车芯片,区块链,数据中心,ST板块,文化传媒概念,物联网,无人驾驶,污水处理,乡村振兴,信创,星闪概念,网络安全,在线教育,智慧城市"
688168,安博通,4.40,"百度概念,东数西算(算力),国产操作系统,换电概念,数据安全,信创,网络安全"
688229,博睿数据,4.03,"百度概念,鸿蒙概念,数据要素"
2869,金溢科技,3.85,"百度概念,长安汽车概念,ETC,毫米波雷达,鸿蒙概念,汽车电子,区块链,数据要素,数字经济,数字孪生,粤港澳大湾区,智慧灯杆,智能交通,智能座舱"
300338,*ST开元,3.50,"百度概念,储能,电子商务,钠离子电池,ST板块,虚拟电厂,虚拟数字人,元宇宙,在线教育,职业教育"
301078,孩子王,3.44,"百度概念,电子商务,抖音概念,三胎概念,跨境电商,托育服务,托育服务,网络直播,文化传媒概念"
2279,久其软件,3.40,"百度概念,抖音概念,华为鲲鹏,京津冀一体化,快手概念,区块链,数据要素,数字经济,数字乡村,网红经济,网红经济,网红经济,雄安新区,乡村振兴,网络安全,化债概念(AMC概念),智慧政务,智能交通,职业教育"
2906,华阳集团,3.39,"百度概念,宁德时代概念,长安汽车概念,创投,飞行汽车(eVTOL),毫米波雷达,横琴新区,华为汽车,汽车电子,特斯拉概念,无线充电,小米汽车,星闪概念,粤港澳大湾区,智能座舱"
2355,兴民智通,3.12,"百度概念,长安汽车概念,EDR概念,汽车电子,人脸识别,时空大数据,粤港澳大湾区,智能交通"
300291,百纳千成,3.08,"百度概念,短剧游戏,旅游概念,体育产业,网络直播,网红经济,网红经济,网红经济,网络游戏,网络游戏,网络游戏,网络游戏,文化传媒概念,虚拟数字人"
301608,博实结,3.03,"百度概念,共享单车,换电概念,两轮车,腾讯概念,网约车,新股与次新股,移动支付,智能穿戴,智能交通,智能物流,注册制次新股"
158,常山北明,2.84,"百度概念,参股银行,充电桩,国资云,互联网金融,鸿蒙概念,华为鲲鹏,华为昇腾,京津冀一体化,冷链物流,区块链,数据安全,数据确权,数字经济,腾讯概念,物业管理,网络安全,智慧政务,智能交通"
834415,恒拓开源,2.67,"百度概念,拼多多概念,智能交通"
300627,华测导航,2.66,"百度概念,长三角一体化,水利,小米汽车"
2657,中科金财,2.56,"百度概念,多模态AI,互联网金融,华为鲲鹏,京津冀一体化,期货概念,数据确权,数字货币,算力租赁,虚拟数字人,移动支付,元宇宙,语音技术,在线教育,化债概念(AMC概念),智慧政务,智能座舱"
688369,致远互联,2.56,"百度概念,ERP概念,鸿蒙概念,云办公,智慧政务"
300375,鹏翎股份,2.49,"百度概念,宁德时代概念,长安汽车概念,华为汽车,京津冀一体化,汽车热管理,小米汽车"
301383,天键股份,2.47,"百度概念,电子竞技,跨境电商,无线耳机,一带一路,语音技术,智能穿戴,智能医疗,智能音箱"
2813,路畅科技,2.45,"百度概念,数据安全,星闪概念,智能座舱"
600418,江淮汽车,2.27,"百度概念,换电概念,华为汽车,智能座舱"
600831,ST广网,2.21,"百度概念,国资云,互联网金融,农村电商,PPP概念,数据确权,数字乡村,腾讯概念,文化传媒概念,乡村振兴,智慧政务,智能家居,知识产权保护"
2065,东华软件,2.17,"百度概念,参股保险,传感器,互联网金融,互联网医疗,鸿蒙概念,华为鲲鹏,华为欧拉,旅游概念,人脸识别,水利,数字乡村,腾讯概念,雄安新区,乡村振兴,元宇宙,智能医疗"
2829,星网宇达,2.03,"百度概念,海工装备,数字孪生,小米汽车"
